fp_bits,fold,model,fp_gen_secs_total,kmeans_train_secs,kmeans_test_secs,fit_secs,pred_secs
2048,4,Random Forest,2.8548922538757324,73.66071510314941,3.6323893070220947,2.1192002296447754,0.018420934677124023
2048,4,Decision Tree,2.8548922538757324,73.66071510314941,3.6323893070220947,0.894296407699585,0.00042819976806640625
2048,4,KNN,2.8548922538757324,73.66071510314941,3.6323893070220947,0.3364887237548828,0.08378362655639648
2048,4,XGBoost,2.8548922538757324,73.66071510314941,3.6323893070220947,4.113495588302612,0.0033020973205566406
2048,5,Logistic Regression,2.8548922538757324,75.9429395198822,4.0638203620910645,4.524334907531738,0.003893136978149414
2048,5,SVM,2.8548922538757324,75.9429395198822,4.0638203620910645,75.14982295036316,0.19115495681762695
2048,5,Random Forest,2.8548922538757324,75.9429395198822,4.0638203620910645,2.21014666557312,0.04064655303955078
2048,5,Decision Tree,2.8548922538757324,75.9429395198822,4.0638203620910645,0.7478740215301514,0.0004918575286865234
2048,5,KNN,2.8548922538757324,75.9429395198822,4.0638203620910645,0.35135555267333984,0.07483243942260742
2048,5,XGBoost,2.8548922538757324,75.9429395198822,4.0638203620910645,3.963512897491455,0.0028243064880371094
4096,1,Logistic Regression,3.243548631668091,124.40929985046387,9.256912469863892,9.033732175827026,0.0026290416717529297
4096,1,SVM,3.243548631668091,124.40929985046387,9.256912469863892,156.2046341896057,0.15619349479675293
4096,1,Random Forest,3.243548631668091,124.40929985046387,9.256912469863892,3.9951984882354736,0.02252364158630371
4096,1,Decision Tree,3.243548631668091,124.40929985046387,9.256912469863892,2.4698925018310547,0.0006520748138427734
4096,1,KNN,3.243548631668091,124.40929985046387,9.256912469863892,0.5301356315612793,0.1349496841430664
4096,1,XGBoost,3.243548631668091,124.40929985046387,9.256912469863892,7.98200535774231,0.0052111148834228516
4096,2,Logistic Regression,3.243548631668091,127.48942971229553,8.85879898071289,10.422439336776733,0.0025157928466796875
4096,2,SVM,3.243548631668091,127.48942971229553,8.85879898071289,158.82314538955688,0.6592330932617188
4096,2,Random Forest,3.243548631668091,127.48942971229553,8.85879898071289,4.083297252655029,0.042185306549072266
4096,2,Decision Tree,3.243548631668091,127.48942971229553,8.85879898071289,2.218336582183838,0.0007238388061523438
4096,2,KNN,3.243548631668091,127.48942971229553,8.85879898071289,0.543126106262207,0.1393718719482422
4096,2,XGBoost,3.243548631668091,127.48942971229553,8.85879898071289,8.401533842086792,0.004584312438964844
4096,3,Logistic Regression,3.243548631668091,123.68360543251038,9.154629945755005,9.93749737739563,0.0033693313598632812
4096,3,SVM,3.243548631668091,123.68360543251038,9.154629945755005,159.36572790145874,0.13810300827026367
4096,3,Random Forest,3.243548631668091,123.68360543251038,9.154629945755005,3.9680991172790527,0.04249215126037598
4096,3,Decision Tree,3.243548631668091,123.68360543251038,9.154629945755005,2.251405715942383,0.003064870834350586
4096,3,KNN,3.243548631668091,123.68360543251038,9.154629945755005,0.5239195823669434,0.13013720512390137
4096,3,XGBoost,3.243548631668091,123.68360543251038,9.154629945755005,7.423576593399048,0.0048334598541259766
4096,4,Logistic Regression,3.243548631668091,126.9525454044342,9.277690887451172,11.132776498794556,0.0027916431427001953
4096,4,SVM,3.243548631668091,126.9525454044342,9.277690887451172,147.464293718338,0.7040226459503174
4096,4,Random Forest,3.243548631668091,126.9525454044342,9.277690887451172,4.268702268600464,0.019927978515625
4096,4,Decision Tree,3.243548631668091,126.9525454044342,9.277690887451172,2.453645706176758,0.001409292221069336
4096,4,KNN,3.243548631668091,126.9525454044342,9.277690887451172,0.5501453876495361,0.13936638832092285
4096,4,XGBoost,3.243548631668091,126.9525454044342,9.277690887451172,7.90253472328186,0.004379749298095703
4096,5,Logistic Regression,3.243548631668091,124.1949098110199,8.861077308654785,10.897377252578735,0.003183603286743164
4096,5,SVM,3.243548631668091,124.1949098110199,8.861077308654785,158.390771150589,0.15071415901184082
4096,5,Random Forest,3.243548631668091,124.1949098110199,8.861077308654785,4.112943172454834,0.04186058044433594
4096,5,Decision Tree,3.243548631668091,124.1949098110199,8.861077308654785,2.091028928756714,0.0007927417755126953
4096,5,KNN,3.243548631668091,124.1949098110199,8.861077308654785,0.5249197483062744,0.13228321075439453
4096,5,XGBoost,3.243548631668091,124.1949098110199,8.861077308654785,7.788080215454102,0.00539851188659668
