smiles,antibiotic_activity
CC(C)(CO)NC(=S)NC[C@H]1CCCO1,0
O=C1NC(=O)C(=C[C@@H]2CC=CCC2)C(=O)N1,0
O=C1NC2=C(C(=O)OC2)[C@H](c2ccccc2)N1,0
CCOC(=O)/C(C#N)=C1/C=CN(C)C=N1,0
COC(=O)CCn1cc(F)c(N)nc1=O,0
c1ccc(-c2cccs2)cc1,0
CN(C)/C=C/C(=S)c1cccs1,0
CC(C)(C)C(=O)Nc1c[nH]c(=O)[nH]c1=O,0
COc1ccc(CNC(=S)NN)cc1,0
Cc1ccn2c(=O)c(C(=O)O)cnc2c1,0
CCOC(=O)c1ncn2c1C(=O)OC2(C)C,0
NC(=O)CCN1C(=O)[C@H]2[C@@H]3C=C[C@H](C3)[C@@H]2C1=O,0
CNC(=O)C[C@H]1Nc2ccccc2NC1=O,0
CC[C@@H](CO)NC(=O)c1ccc(N)cc1,0
O=C(O)/C=C/C(=O)NCc1ccccc1,0
N=c1c(C(N)=S)cnc2ccccn12,0
COC(=O)Cc1c(C)[nH]c2ncnn2c1=O,0
NC(=S)c1ccc(-n2cncn2)nc1,0
CCc1c(C)[nH]c(N2CCOCC2)nc1=O,0
Cn1cc([C@@H](O)c2ccccc2)[n+](C)c1,0
CS(=O)(=O)N1CC(=O)Nc2ccccc21,0
Cc1cc(O)c(C(=O)/C=C/N(C)C)c(=O)o1,0
Cc1cc(=O)nc(SCC(N)=O)[nH]1,0
NNC(=S)NCc1ccc(F)cc1,0
CCC[C@@H](N[C@H]1CCS(=O)(=O)C1)C(=O)O,0
CN(C)C(=O)Cn1c(=O)oc2ccccc21,0
Cc1ccc(NC2C(=O)NC(=O)N2N)cc1,0
CC(=O)N[C@@H](Cc1ccccc1)C(=O)NN,0
NC(=O)Nc1nc2ccccc2[nH]c1=O,0
O=C(O)COCC(=O)Nc1cnccn1,0
N#CC(c1ccccc1)c1ccccc1,1
N#CC1C(=O)NC(=O)N=C1Nc1ccccc1,0
CN(C)S(=O)(=O)Nc1cccc(N)c1,1
NNC(=O)c1nc(-c2ccccc2)no1,0
Cc1ccc(C=Nn2nnnc2N)s1,0
Cc1cc(=O)n2nc(S(C)(=O)=O)nc2[nH]1,0
c1ccc(-c2nc3ccccc3o2)cc1,0
Cc1cc2n(c(=O)c1C(N)=O)CCO2,0
C/C(Cc1ncn(-c2cc(C)on2)n1)=N\O,0
N/C(=N/O)c1cnc2n(c1=O)CCS2,0
CC(C)NC(=O)N[C@H]1CCCCNC1=O,0
Cc1n[nH]c(NN2CCOCC2)nc1=O,0
C[C@@H](SC(=S)N1CCOCC1)C(=O)O,0
C[C@H]1CNC(=CC(=O)c2ccccc2)C(=O)N1,0
CCOC(=O)Cn1cc(F)c(=O)[nH]c1=O,0
COC(=O)Cn1c(=N)n(C)c2ccccc21,0
CCc1nnc(SCC(=O)O)n1N,0
C[C@@H](O)Cn1c(=N)n(C)c2ccccc21,0
O=c1[nH]cc(Nc2ccccc2)c(=O)[nH]1,0
CNC(=O)Nc1ccc(C(=O)NC)cc1,0
NC(=O)NC(=O)C[n+]1ccc(/C=N/O)cc1,0
CS(=O)(=O)N(CCC#N)Cc1ccco1,0
CC(C)(C)C(=O)C[n+]1ccc(C(N)=O)cc1,0
COc1cccc(OC)c1C(=O)NN,0
Cc1ccc(/C=N/N(C)C2=NCCN2)o1,0
NC(=S)Nc1nc2ccccc2[nH]c1=O,0
CC1(C)C[C@H](n2[nH]c(=O)cc2N)CCO1,0
CCN1C(=O)C(N=O)N(CC)C1=S,0
O=C(O)CCN1C(=O)c2ccncc2C1=O,0
O=C(Nc1nn[nH]n1)C1CCCCC1,0
NCCOc1ccccc1Cc1ccccc1,0
Nc1ccc(/C=C/c2ccccc2)cc1,0
COC(=O)CSc1cc(C)nc(N)n1,0
O=C(NC1CC1)c1n[nH]c(=O)c2ccccc12,0
Nc1cc(=O)[nH]c(=O)n1Cc1ccccc1,0
CCN(CC)c1nc(C#N)nc(OC)n1,0
CNC(=O)CN1C(=O)[C@H]2[C@@H]3C=C[C@H](C3)[C@@H]2C1=O,0
O=C(C1CC1)N1CCN(c2ncccn2)CC1,0
CS(=O)(=O)NCCc1ccccc1,0
CCCC12CNCC(C)(CNC1)C2=O,0
CCOCC(=O)N[C@H]1CCSC1=O,0
CCNc1nc2nonc2nc1NCC,0
CCc1c(C(=O)OC)nnc2cc(C)nn12,0
N=C(N=C(N)N)N1N=CC[C@@H]1c1ccccc1,0
CCSc1nnc2c(=O)[nH]c(=O)[nH]c2n1,0
C/C=C/C(=O)c1cc(Cl)ccc1O,0
O=C(O)CCc1nnc2ccc(Cl)nn12,0
O=C(O)CCc1nc2ccccc2[nH]c1=O,0
NC(=S)CS(=O)(=O)c1ccccn1,0
COC(=O)c1ccc(C(=O)NN)cc1,0
S=C1NCN(Cc2ccncc2)CN1,0
Nc1cc(=O)nc2sc(C3CC3)nn12,0
C=CCON1C(=O)[C@H]2[C@@H]3C=C[C@H](O3)[C@@H]2C1=O,0
CCN1C(=O)CS/C1=N\N1CCOCC1,0
Oc1ccccc1/N=C/c1ccncc1,1
Cc1noc(C)c1S(=O)(=O)/N=C/N(C)C,0
CC(=O)N/C=C1\C(=O)N(C)C(=O)C(C#N)=C1C,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1,0
COc1ccc2c(c1)[n+]([O-])c1c([n+]2[O-])CCC1,0
Nc1ncnc2nc(N3CCOCC3)ncc12,0
CN(C)c1nc2c([nH]1)c(=O)[nH]c(=O)n2C,0
COc1cc(C)nc(SCC(N)=O)n1,0
CN(C)CCNc1cn[nH]c(=O)c1Cl,0
Oc1ccc(/C=N/c2ccccc2)cc1,0
C[C@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@H]2O1,0
NNC(=O)c1cccc(Cn2cccn2)c1,0
COC(=O)CCc1c(C)[nH]c(=S)[nH]c1=O,0
NNC(=O)[C@@H]1C(c2ccccc2)[C@H]1C(=O)NN,0
O=C(CN1C(=O)CSC1=O)N1CCCC1,0
O=c1nc[nH]c2nn(-c3ccccc3)nc12,0
C=CCN1C(=O)[C@H]2[C@@H]3C=C[C@H](C3)[C@@H]2C1=O,0
C=CC(=O)NC(C)(C)CCN1CCOCC1,0
Cc1ccccc1-n1ccc(=O)[nH]c1=O,1
O=S(=O)(Nn1cnnc1)c1ccccc1,0
CCCCC1C(=O)NC(=S)NC1=O,0
CC(=O)N(C)c1nc(N)n(-c2ccccc2)n1,0
CC(=O)ON1C(C)(C)C=C(C(N)=O)C1(C)C,0
CC(=O)N[C@H]1C(=O)Nc2ccc(F)cc21,0
O=c1[nH]c2ccsc2c(=O)n1CCO,0
O=c1n(-c2ccc(F)cc2)nc2n1CCCN2,0
CC[C@@H](Nc1n[nH]c(=O)[nH]c1=O)C(=O)OC,0
CCOC(=O)CC1=NNC(=N)SC1,0
CCc1c(C)[nH]c2c(C#N)cnn2c1=O,0
NC(=O)N1CCC(=O)Nc2ccccc21,0
Cc1ccc(OCCN)c(Br)c1,0
Nc1nonc1C(=O)NCc1ccco1,0
C=CCC(N)(CC=C)c1ccc(C)cc1,0
CCOc1nc2c(ncn2C)c(=O)n1C,0
O=c1[nH]cc(COCc2ccccc2)c(=O)[nH]1,0
CSC1=NN1c1cc(C)nc(N)n1,0
O=C1NCCC[C@@H]1C(=O)N1CCCCC1,0
NC[C@H](c1ccccc1)N1CCOCC1,0
NC(=O)c1c(Cl)ncc2c1NCC2,0
NNC(=O)c1cccc(C(F)(F)F)n1,0
C[C@H]1CN(C)[C@@H](C)C[C@@H]1n1[nH]c(=O)cc1N,0
O=CN[C@H](Cc1ccccc1)C(=O)O,0
CC[C@@H](O)C#CCN1CCN(C)CC1,0
O=C(O)CNc1ccc(C(=O)O)cc1,0
CC(C)C12CN3CCN(CC(C3)C1=O)C2,0
C/C(=C/C(=O)N1CCN(C)CC1)C(=O)O,0
COC(=O)c1c(N)c(C#N)c2n1CCC2,0
CN(C)C(=O)C[n+]1ccc(/C=N/O)cc1,0
CN(C)/C=N/C(=S)N1CCOCC1,0
CN1C(=O)[C@@H](O)N(c2ccccc2)C1=O,0
CCN(CC)S(=O)(=O)c1nnc[nH]1,0
O=C1CCC(=O)N1CNc1ccccn1,0
NC(=O)c1ccc(CN2CCOCC2)cc1,0
CNS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1,0
NC(=O)c1ccccc1NC(=O)CCC(=O)O,0
Nc1ccc(OCc2ccccc2)cc1,1
NC(=O)C1CCN(C(=O)c2ccco2)CC1,0
NNC(=O)c1ccc(CN2CCCCC2)o1,0
CCOC(=O)[C@H]1CNC(=S)N[C@@]1(C)O,0
CCOC(=O)[C@H]1CC(CC2OCCO2)=NO1,0
NCCCn1c2c(c3ccccc31)CCCC2,1
O=C(/C=N/O)Nc1ccccc1C(=O)O,0
CO[C@@]1(C(=O)NN)COc2ccccc2O1,0
COc1ccccc1C(=O)N1CCNCC1,0
S=C(c1cccs1)N1CCCC1,0
c1cc(CNCCN2CCOCC2)ccn1,0
C[C@H]1[C@H]2COC[C@@H]2C[C@H](N(C)C)[C@@H]1O,0
Cc1c(C(=O)O)sc2[nH]cnc(=O)c12,0
O=c1c(-c2nn[nH]n2)coc2ccccc12,0
O=C1OCc2cc(-n3cnnn3)ccc21,0
O=C(NCCO)c1cc2ccccc2oc1=O,0
Nc1nnc(N[C@H]2CCCCNC2=O)[nH]1,0
COc1cccc2ccc(Cl)nc12,0
CC(=O)N(C)CCc1ccc(C)[n+]([O-])c1,0
CSc1nn(C)c2cnn(C)c(=O)c12,0
CCCn1c(=O)c(C#N)cn(C2CC2)c1=O,0
COC(=O)CN1C(=O)COc2ccc(C)cc21,0
CC/N=C1\S[C@H](C(N)=O)CC(=O)N1CC,0
O=C(O)[C@H]1CCCN1C(=O)c1cccnc1,0
NC(=O)c1nnn(Cc2ccccc2)c1N,0
CC[C@@](C)(Nc1n[nH]c(=O)[nH]c1=O)C(=O)O,0
CC[C@@H](N)CC12CC3CC(CC(C3)C1)C2,0
O=C(c1ccccc1F)N1CCNCC1,0
CCOC(=O)[C@@H](C)n1ncn2cccc2c1=O,0
O=CN1CCN(C(=O)c2ccccc2)CC1,0
O=C(O)c1csc2c1CCCCC2,0
Cc1cc(C)n(-c2n[nH]c(=S)n2N)n1,0
CN(C)c1cc[n+](C(=O)N2CCOCC2)cc1,0
COc1nc(C#N)nc(N2CCCCC2)n1,0
COc1ccc([C@@H](N)c2ccccc2)cc1,0
COc1ccccc1NCC(=O)NN,0
CN(C)c1nc2cc(Cl)ccc2o1,0
COC(=O)c1ccc2c(c1)NC(=O)CO2,0
CC(N)(Cc1ccc2c(c1)OCO2)C(=O)O,0
O=C(Nc1ccccc1)c1ccccc1,0
c1ccc(-n2ncc3c2ncn2nnnc32)cc1,0
COc1ccc(/C=C2/NC(=O)NC2=O)cc1,0
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1C,0
NNC(=O)c1ccc2c(=O)[nH][nH]c(=O)c2c1,0
COc1ccc(S(N)(=O)=O)cc1OC,0
CC[C@H]1Sc2ccccc2NC1=O,0
COC(=O)Nc1c(C)cc(C)cc1C,0
CN1C(=N)NC(=O)/C1=C/c1cccnc1,0
CNC(=O)Cn1cc2c(n1)CC[C@H](C)C2,0
CCn1c(N)c(C(N)=O)sc1=S,0
NNC(=O)CNC(=O)c1ccccc1,0
CCOC(=O)/C(=N/O)C1=NNC(=N)SC1,0
CN1C(=O)/C(=C(/C#N)C(N)=O)c2ccccc21,0
CN(C)/C=N/[C@@H]1N=C(C2CC2)N(C)C(=O)N1,0
CC(=C/C(=O)O)/C=C/c1ccccc1,0
COc1ccc(N2C[C@H](C(N)=O)CC2=O)cc1,0
c1ccc(Oc2cccc(Oc3ccccc3)c2)cc1,0
CCn1c(=O)cc(N2CCC(C)CC2)[nH]c1=O,0
CC[C@@H](Sc1n[nH]c(=O)[nH]c1=O)C(=O)O,0
Cc1cc(C)nc(SCC(=O)NN)n1,0
CCOC(=O)C1=NNC[C@@H]1C(=O)OCC,0
COC(=O)/C=c1\sc2n(c1=O)CCN=2,0
NCc1ccc(-c2nc3ccccc3o2)cc1,0
NC(=NC(=O)N1CCOCC1)c1ccccc1,0
Nc1ncnc2c1ncn2[C@H]1CCCO1,0
C[C@@H](Sc1nc(N)cc(N)n1)C(=O)O,0
CCOC(=O)[C@H]1CN(C(C)(C)C)C(=O)C1=O,0
O=C(c1ccccc1O)N1CCOCC1,0
S=C1NCN(CCc2ccccc2)CN1,0
C[C@@H](NC(=O)COc1ccccc1)C(=O)O,0
O=C(O)Cn1c(=O)oc2ccccc21,0
CCCc1cc(=O)nc(SCC(N)=O)[nH]1,0
Cc1ccc(/C=c2\sc3ncnn3c2=O)o1,0
CNC(=O)c1c(O)c2ccccc2n(C)c1=O,0
Cc1ccc(CNC(=S)NCCO)cc1,0
N#CCCS(=O)(=O)c1ccc(N)cc1,0
CNS(=O)(=O)c1cc(OC)ccc1OC,0
Nc1nonc1/C(=N/O)N1CCCCC1,0
CC(C)C(=O)Nc1cccc(Cl)c1,0
CN(C)[C@H]1CS(=O)(=O)C[C@@H]1N(C)C,0
N=C(N)Nc1nc(=O)c2ccccc2[nH]1,0
CC(C)c1nc(/N=C/N(C)C)nc(=O)n1C,0
N#CCCN1CCCC2(CCCC2)C1,0
CCOC(=O)c1cnn2c(N)c(C#N)cnc12,0
CCOC(=O)CN1CCN(C=O)CC1,0
NNC(=O)Cn1nnc(N2CCCC2)n1,0
NC(=O)CNC(=O)c1cccc(Cl)c1,0
Cc1ccccc1NC(=N)N=C(N)N,0
O=C(O)C[C@H]1Nc2ccccc2NC1=O,0
O=C1OCCN/C1=C/C(=O)c1ccccc1,0
O=C(O)CCCN=C1NC(=O)CC(=O)N1,0
COc1cc2c(cc1OC)C(=O)NCC2,0
Cc1c(C(N)=O)sc2[nH]cnc(=O)c12,0
Nn1c(=S)[nH]c2cc(C(=O)O)ccc2c1=O,0
O[C@H]1[C@H](O)CO[C@@H](Nc2ccccc2)[C@@H]1O,0
Nc1cnn(-c2ccccc2)c(=O)c1N,0
COC(=O)c1ccc2c(c1)no[n+]2[O-],0
C=C1C=[N+]([O-])N(c2ccc(C(=O)O)cc2)N1,0
O=C(O)[C@H]1C[C@H](O)CN1Cc1ccccc1,0
CCOC(=O)c1c(NC(C)=O)no[n+]1[O-],0
NC(=O)C(C(N)=O)[C@H]1CCS(=O)(=O)C1,0
Nc1nnnn1/N=C\c1ccc(O)cc1,0
CCCn1c(N)nc2c1c(=O)n(C)c(=O)n2C,0
COC(=O)c1ccc(S(N)(=O)=O)cc1,0
COc1ccc(S(=O)(=O)N(C)C)cc1,0
NC(=O)C[C@H]1Sc2ccccc2NC1=O,0
COc1ccccc1CNS(C)(=O)=O,0
Cc1cn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]c1=O,0
CCOC(=O)Cc1c(C)[nH]c(=O)[nH]c1=O,0
CSc1n[nH]c2nc(=O)cc(N)n12,0
COC(=O)/C=C1\N[C@H]2CCCC[C@@H]2NC1=O,0
O=C(O)c1cnc(N2CCCC2)nc1,0
Cn1nccc1NC(=O)COCC(=O)O,0
CCOC(=O)c1sc(=NN)[nH]c1C,0
O=C(O)CSC(=S)N1CCOCC1,0
NC(=O)c1c(N)c(C(N)=S)n2c1CCC2,0
CCOC(=O)CC1(C)NNC(=S)NN1,0
O=S(=O)(Cc1nn[nH]n1)c1ccccc1,0
Cc1cc(C(=O)NN)n(C(C)(C)C)n1,0
Cc1cc(C(=O)NCc2cccn2C)nn1C,0
CN(c1c[nH]c(=O)[nH]c1=O)C1CCCCC1,0
Cc1cccc(N(CC(=O)O)CC(=O)O)c1,0
Nc1nnc(CNC(=O)c2ccccc2)[nH]1,0
NNC(=O)CNc1ccc2c(c1)OCO2,0
Cc1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,0
OCC1(CO)COC(COc2ccccc2)=N1,0
N=C(N)Nc1nc(=O)c2ccccc2s1,0
O=c1[nH]c2ccccc2c(O)c1[I+]c1ccccc1,0
CC(C)NC(=O)[C@@H](C)n1ncn2cccc2c1=O,0
OC[C@@H]1CN(CCN2CCOCC2)C[C@H](n2cnc3c(NC4CCC4)ncnc32)O1,0
CCc1c(C(=O)OC)nnn1-c1nonc1N,0
CC(=O)N[C@@H](CC(C)C)C(=O)O,0
Cc1ccc(Nc2nc(-c3ccc(C)cc3)c(C)s2)cc1,0
Cc1cc([N+](=O)[O-])nn1CC(=O)N1CCOCC1,0
OC[C@@H](O)[C@@H](O)[C@@H](O)/C=N/Nc1ccccc1,0
Cn1c(=O)c2[nH]c(NCCN3CCOCC3)nc2n(C)c1=O,0
CN(C[C@@H](O)CN)S(=O)(=O)c1ccccc1,0
CN(CC(=O)Nc1ccc(F)cc1F)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,0
Cc1[nH]c(SCCC(=O)O)nc(=O)c1C,0
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)NCc2ccc3c(c2)OCO3)C1,0
N#CNC1=NCN(CCN2CCOCC2)CN1,0
COc1ccc(-c2nc(-c3ccc(C)cc3C)cs2)cc1,0
CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)O2,0
O=C(Cn1c(=O)n(-c2ccccc2)c(=O)n1CC(=O)N1CCOCC1)N1CCOCC1,0
CN1C(=O)NC(=O)/C(=C\c2ccc(O)cc2)C1=O,0
C=CCOC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccc(OCCOC(=O)[C@@H]3C[C@@H]4C(=O)N[C@@H](CC(C)C)C(=O)N4[C@@H]3c3ccc(O)cc3)cc2)[C@@]12C(=O)Nc1ccc(I)cc12,0
Nc1c2c(=O)[nH]c(=O)cc-2[nH]n1-c1ccccc1,0
CCCC12CN3CC(CCC)(CN(C1)C3[C@@H](O)[C@@H](O)[C@@H](O)CO)C2=O,0
O=C(O)/C=C/C(=O)NN1C(=O)c2ccccc2C1=O,0
NC(=O)CSc1ncn(-c2ccccc2)n1,0
CN1C(=S)N[C@@H]2CS(=O)(=O)C[C@@H]21,0
COc1cnc(SC)n(C)c1=O,0
O=c1[nH][n+](-c2ccccc2)no1,0
CNc1nc(OC)cc(OC)n1,0
CCc1cccc(C)c1NC(C)=O,0
C=C(C)C1=NC(C)(C)C[C@H](C)O1,0
Cn1c(CC#N)n[nH]c1=S,0
CCC(=O)N1CCN=C1SC,0
N=C(NO)C(=O)Nc1ccccc1,0
NNC(=O)Oc1ccccc1,0
NC(=O)[C@@H]1[C@H]2C=C[C@H](C2)[C@H]1C(=O)O,0
C/C(=N\N)c1c(C)cc(C)[nH]c1=O,0
O=C(O)c1cc(O)[nH]c(=O)c1,0
Cc1ccc(O)c(C(C)(C)C)c1,0
COc1ccc(Cc2nn[nH]n2)cc1,0
Cc1[nH]c2ccccc2c1CCN,0
NC(=O)c1ccc[n+](CC(=O)c2ccccc2)c1,0
COCc1cc(C)nc(N)c1C#N,0
Cc1c(/C=N/O)sc2ccccc12,1
CCOC(=O)C(C#N)C1=NCCC1,0
Oc1cc(C2CCCCC2)cc(C2CCCCC2)c1,0
O=C1NC(=O)/C(=C\c2ccccc2)N1,0
Nc1cc(-c2ccccc2)ccc1O,0
CCSC(=O)NC1CCCCC1,0
N#C/C(=N\O)C(=O)c1ccco1,0
Cc1cccc(NC(=O)C(=O)NCCCO)c1,0
CNC[C@@H](O)CS(=O)(=O)c1ccccc1,0
CS(=O)(=O)N(CC(=O)O)Cc1ccccc1,0
CC(C)c1ccc2[nH]c(=O)c(CCN)cc2c1,0
Cn1c(=O)c(C(=O)NCCO)c(O)c2ccccc21,0
Cc1n[nH]c(N/N=C/c2ccccn2)nc1=O,1
Cc1cc(=O)oc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)ccc12,0
CN(C)CCCN1C(=O)[C@H]2[C@@H]3C=C[C@H](C3)[C@@H]2C1=O,0
O=C(O)c1cc(S(=O)(=O)NCCN2CCNC2=O)ccc1O,0
NS(=O)(=O)c1ncn(Cc2ccccc2)n1,0
C[C@@H](CCO)Nc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,0
CC(C)OC(=O)[C@@H](C)Nc1n[nH]c(=O)[nH]c1=O,0
CCOC(=O)CNC(=O)c1cnn2cccnc12,0
Nc1nonc1C(=O)OCC(=O)c1ccccc1,0
COc1ccc(OC)c(S(=O)(=O)NCCO)c1,0
Cc1cc(-c2ccccc2)nc(-c2ccccc2)c1C,0
O=C(NCCCO)C(=O)NC[C@H]1COc2ccccc2O1,0
