model,fp_bits,train_frac,ROC-AUC (mean),ROC-AUC (std),PRC-AUC (mean),PRC-AUC (std),Average Precision (mean),Average Precision (std),Accuracy (mean),Accuracy (std),F1 Score (mean),F1 Score (std),MCC (mean),MCC (std),Recall (mean),Recall (std),Precision (mean),Precision (std),False Positive Rate (mean),False Positive Rate (std),fit_secs (mean),fit_secs (std)
XGBoost,2048,0.05,0.8243549117247624,0.01787031079307485,0.6550919093278927,0.028089034878169862,0.6579696742384363,0.028916522665238864,0.7624113475177304,0.019743845258262505,0.6397006159575992,0.056329692485784254,0.4663844342384695,0.06643647207081839,0.6418439716312057,0.11718235206991703,0.6448706654249206,0.023923535286395983,0.1773049645390071,0.037737228109561635,0.6073893706003824,0.04592679242337595
XGBoost,2048,0.1,0.8605798249585032,0.02597157020599064,0.7229789011194248,0.031208517757093344,0.7267004037645792,0.031751627932231755,0.7919621749408984,0.0288813043093868,0.6882044952220391,0.03998698908704762,0.5322070358171175,0.06247506355285576,0.6879432624113475,0.034197343124088495,0.6886515166120429,0.047176028274760536,0.15602836879432624,0.027295752337483433,0.9404147466023763,0.05631871321731586
XGBoost,2048,0.2,0.8769899652934963,0.006380280084796895,0.7311644945629339,0.023439435595021194,0.7336493136840437,0.02254321303024736,0.8037825059101654,0.007381794324347994,0.7125875052491244,0.012660472093739451,0.5650051527590799,0.016173684166117877,0.7304964539007092,0.04027594571489556,0.697030958519357,0.022340608151609858,0.15957446808510636,0.02437540263274382,1.6225632826487224,0.12722433753376589
XGBoost,2048,0.4,0.8886656858306926,0.0032786115746653117,0.7618078207261623,0.03579707113765843,0.7644661689993631,0.03352949785145668,0.8108747044917258,0.005416756140609669,0.7160656460519847,0.015164531811751569,0.5745819758057467,0.017325247395194573,0.7163120567375887,0.032500536843658424,0.7163921038551435,0.002463618080668194,0.14184397163120568,0.008125134210914606,2.6069822311401367,0.06489100643270679
XGBoost,2048,0.6,0.9065376490116192,0.004154821015478963,0.778035532622146,0.025181267076504223,0.7788239595729763,0.025611708063735805,0.8404255319148937,0.010638297872340427,0.7580901643401644,0.022522754340328455,0.6395150032195983,0.02863062959117816,0.75177304964539,0.042994168982206184,0.7653001760144617,0.00393356980455964,0.1152482269503546,0.006142024140315167,3.615016222000122,0.1787441867084124
XGBoost,2048,0.8,0.8969367738041346,0.0020747595905298696,0.7580635394041043,0.021319783604513493,0.7584837117993924,0.02123623490269028,0.8144208037825059,0.004094682760210134,0.7159078547539738,0.0124449144838963,0.5787030055929079,0.013438750520778562,0.7021276595744682,0.028146290543240346,0.7307616840111386,0.004672688583418409,0.12943262411347517,0.008125134210914611,3.9794629414876304,0.2241889639587515
XGBoost,2048,1.0,0.9000961973743776,0.0021579125130906382,0.7403729706957213,0.025853693924089063,0.7413118596182632,0.02516029999929164,0.8215130023640662,0.014763588648695999,0.7264561487367929,0.029686878306571317,0.5946479180587477,0.03787169056695981,0.7127659574468085,0.04637126535681571,0.7413451402066203,0.01164942761952309,0.12411347517730496,0.0030710120701575782,4.7190554936726885,0.36678301106787997
XGBoost,4096,0.05,0.7930813339369247,0.0686501883709212,0.6007211157237013,0.0877353223666647,0.607385860096949,0.08667951756152938,0.7328605200945626,0.044901701922511986,0.6378129691337522,0.0583402315241454,0.4359598643303591,0.09146686672864737,0.7056737588652483,0.0784161148492765,0.5843483619184554,0.06331690447588678,0.25354609929078015,0.058832127741266164,0.9999411900838217,0.10435776933212383
XGBoost,4096,0.1,0.837322695035461,0.023034629435953153,0.6505936740416641,0.047040722872138827,0.6544398940453252,0.04511227707287877,0.7777777777777777,0.012453491433632101,0.6833524684270952,0.020664767300323062,0.5145205954975466,0.030266068300977715,0.7198581560283688,0.030710120701575867,0.6505440443397323,0.01468753820465563,0.19326241134751773,0.008125134210914608,1.7537603378295898,0.2070739551612604
XGBoost,4096,0.2,0.8766504451486344,0.0016357208200872986,0.7256797947950488,0.0183829466873888,0.7285840321431842,0.017684291497054586,0.8203309692671393,0.01476358864869603,0.7474569221628045,0.021461085835678035,0.6119328481417842,0.032850498928137344,0.7978723404255318,0.028146290543240325,0.7032106258521352,0.02010782285102334,0.16843971631205676,0.013386231268210555,2.96084197362264,0.25158208221791944
XGBoost,4096,0.4,0.8886845480609628,0.0024610873975610707,0.750106786490336,0.005725039337947195,0.7526568999209138,0.00540231714117318,0.8167848699763592,0.016758211440612104,0.7313409362862338,0.022380596778865745,0.5935084393823594,0.034642838736445775,0.74822695035461,0.03736047430089627,0.7165154303361042,0.03333515574029947,0.14893617021276595,0.02659574468085107,5.097835143407186,0.09210536662934474
XGBoost,4096,0.6,0.9033310698657009,0.003117450792486915,0.7720288057073971,0.016670460708106988,0.7735102016134167,0.016197349009999477,0.83451536643026,0.008924154178807056,0.7486669290648512,0.021207126887179354,0.6259913628418171,0.02489587256586383,0.7411347517730497,0.044290765946087884,0.7574969900240798,0.009029965385198534,0.11879432624113474,0.011072691486521971,7.328202406565349,0.27837807488263466
XGBoost,4096,0.8,0.9004828730949148,0.003453913351316326,0.762172150018718,0.014590773473969022,0.7637602033460048,0.014284295822282614,0.8321513002364066,0.007381794324348003,0.7399617962972732,0.010092030746971346,0.6169927870897697,0.01616072775460037,0.7163120567375887,0.006142024140315216,0.7652606068433268,0.014790292755426315,0.10992907801418439,0.00812513421091461,8.74908741315206,0.5343610264231888
XGBoost,4096,1.0,0.9037366078165082,0.0034300746628297234,0.7582623538328153,0.020616952389996904,0.7608290764080983,0.019927087898925392,0.8321513002364066,0.014763588648696008,0.7386624936698215,0.027526548262825468,0.6163250979161293,0.03627517586865731,0.7127659574468085,0.038356928462382825,0.7668350168350169,0.014796629487581632,0.10815602836879433,0.0030710120701575782,9.455498059590658,0.3681369191916561
