model,fp_bits,train_frac,ROC-AUC (mean),ROC-AUC (std),PRC-AUC (mean),PRC-AUC (std),Average Precision (mean),Average Precision (std),Accuracy (mean),Accuracy (std),F1 Score (mean),F1 Score (std),MCC (mean),MCC (std),Recall (mean),Recall (std),Precision (mean),Precision (std),False Positive Rate (mean),False Positive Rate (std),fit_secs (mean),fit_secs (std)
LogReg,4096,1.0,0.8645125999698204,0.0053234614215216525,0.7201001953131584,0.01915352674759645,0.7226762209814367,0.018744103303026897,0.7683215130023641,0.007381794324347968,0.6109303270440729,0.017972957244459416,0.4559105569750517,0.019848569671802666,0.5460992907801419,0.024568096561260706,0.6935582175308203,0.008219508023162252,0.12056737588652482,0.0030710120701575782,7.758191108703613,0.30161174409961694
RandomForest,1024,0.05,0.7717198581560284,0.044790647535743314,0.5888070838361661,0.029888571291601832,0.5933941572035382,0.030758723183787882,0.7269503546099291,0.012284048280630353,0.4480138721273473,0.03803285529518586,0.32865790542993084,0.0363617526162358,0.3333333333333333,0.037360474300896236,0.6855956705463712,0.027453089999698834,0.07624113475177305,0.008125134210914608,1.0856459935506184,0.07548017760521222
RandomForest,1024,0.1,0.8611079674060661,0.00826935642441969,0.713619204191648,0.019706170005771587,0.7159028820995118,0.017705448827805503,0.7565011820330968,0.012453491433632065,0.5354473691083961,0.07711270896933323,0.41834282272522455,0.04211548087703749,0.4326241134751774,0.12284048280630337,0.7377908043328939,0.05358924487407893,0.08156028368794326,0.0452388327027414,1.208980639775594,0.09740654355419084
RandomForest,1024,0.2,0.884855515316131,0.012957188697903793,0.7319141601814199,0.04287654630711202,0.7357274260726815,0.041748654115416076,0.7659574468085107,0.007092198581560266,0.5467165130701906,0.05340681807370412,0.44200130886502836,0.02029891402773406,0.4290780141843971,0.08263248367185137,0.7739262371615313,0.04704706388459609,0.06560283687943262,0.031167368495118697,1.3032772541046143,0.0979530176493919
RandomForest,1024,0.4,0.8872604496755696,0.010835181571773206,0.7078645735917068,0.03071763076890897,0.7139737946692727,0.032513993897492315,0.7730496453900709,0.023253328100361716,0.5848829653889149,0.052961423387554885,0.4603121538306812,0.059376227242323006,0.4822695035460993,0.06500107368731689,0.7493110428250902,0.05368650195042829,0.08156028368794327,0.0239853710256537,1.677928368250529,0.2317962621963001
RandomForest,1024,0.6,0.8900143352950053,0.007232552425169487,0.7175770489577946,0.030170655156672894,0.7228306049314713,0.02851141577357562,0.7789598108747043,0.010833512281219496,0.6055392636037797,0.032588334661233564,0.47599813715892303,0.029502387829673706,0.5106382978723404,0.046371265356815655,0.7460940506426538,0.008203493559529351,0.08687943262411348,0.008125134210914608,1.7368184725443523,0.0544640621982705
RandomForest,1024,0.8,0.8858457824053115,0.0013031330503557826,0.7045466232935621,0.014916883559942933,0.711805654756477,0.014508858234784983,0.776595744680851,0.006142024140315193,0.6069137082581717,0.01538943785232941,0.471061141458791,0.016143949784699674,0.5177304964539007,0.022145382973043942,0.7338827838827839,0.014225712255773975,0.09397163120567376,0.008125134210914608,1.9726969401041667,0.06076072041567578
RandomForest,1024,1.0,0.8853553644182887,0.001788533344191806,0.7014259851135419,0.007086175487734882,0.7087251084911904,0.006921544205169393,0.776595744680851,0.0093820968477468,0.6087371878434681,0.014735323635414339,0.47139693805870714,0.023065170708517584,0.5212765957446809,0.010638297872340483,0.7315273011058787,0.022654789023039027,0.09574468085106382,0.009213036210472748,3.068225860595703,1.0122469015346356
RandomForest,2048,0.05,0.8315885770333485,0.016916778687526998,0.6534359493212104,0.040632059458297884,0.6596255664240345,0.03784212862570902,0.7115839243498817,0.02016397412438765,0.3054903128342541,0.0980161039493402,0.27603742917103513,0.06835008801665805,0.1950354609929078,0.0798463138240972,0.764985994397759,0.06201619943072961,0.030141843971631204,0.01338623126821055,1.0341606140136719,0.09061491436740092
RandomForest,2048,0.1,0.8687283084351893,0.022286130163363976,0.7170324015672183,0.05370296931562883,0.7201273500108564,0.053149055351163536,0.7281323877068558,0.028662779321470745,0.3883528900478053,0.09493113229274036,0.3288337294361227,0.09354108591873643,0.2624113475177305,0.07547445621912326,0.763888888888889,0.08448281292080861,0.03900709219858156,0.013386231268210548,1.1377740701039631,0.0071055200835288155
RandomForest,2048,0.2,0.8865531160404406,0.022185615404245535,0.751219434525519,0.047041676426926346,0.7548625373557741,0.046209211771732164,0.7434988179669032,0.004094682760210102,0.43944832199298456,0.05138411292844244,0.38271670531662405,0.007932480641606334,0.3049645390070922,0.060491922373163046,0.8172505193781788,0.07210852953316041,0.03723404255319149,0.024375402632743827,1.2048170566558838,0.12984721813249853
RandomForest,2048,0.4,0.8963426135506262,0.011189627621761424,0.7558365569753694,0.041924524701402476,0.7589490756707981,0.041466472197092964,0.7742316784869976,0.05851959240891989,0.5759702177184861,0.1388902192363782,0.45760338706327675,0.15734597818098395,0.4716312056737588,0.14046313702367627,0.7493624581939798,0.10548386828783005,0.07446808510638298,0.023185632678407838,1.5482470989227295,0.12526479145014022
RandomForest,2048,0.6,0.902831220763543,0.003965242793775631,0.7746200548200485,0.002843158655719512,0.7770443444092807,0.003014983479717835,0.7777777777777777,0.02361109261872125,0.5999974276858175,0.060177270841319186,0.47180991009263656,0.06296166271881563,0.5035460992907801,0.07083327785616376,0.7454159367202845,0.02788771728404972,0.0851063829787234,0.0,2.21199893951416,0.02715323629182695
RandomForest,2048,0.8,0.8863267692771993,0.00919152049027482,0.7271634054025982,0.02031171572703914,0.7302298692789874,0.01975066435669608,0.7565011820330968,0.018197168224988954,0.5485932848327123,0.0536797971334339,0.4153534273931288,0.05041443206508565,0.4468085106382979,0.06382978723404253,0.7147812971342383,0.020717526180037124,0.08865248226950355,0.008125134210914608,2.6875011920928955,0.21115355709036168
RandomForest,2048,1.0,0.8837803681907349,0.0019391436899903797,0.7286451441147598,0.008503833964477408,0.7317204780486427,0.00834389511079813,0.7635933806146573,0.008924154178806975,0.5706705350766798,0.020484011952848546,0.4355358244867835,0.023625939158319495,0.4716312056737588,0.022145382973043984,0.7226952016454478,0.016706496568639505,0.09042553191489362,0.005319148936170217,3.351231257120768,0.11634163284598774
RandomForest,4096,0.05,0.8084917760676023,0.03246919138277258,0.6090765436714467,0.04788331068655033,0.6159434462866612,0.04541299158277337,0.710401891252955,0.010833512281219503,0.3669250645994832,0.023682561731037947,0.27378207086119316,0.03485075176786614,0.25177304964539005,0.016250268421829202,0.6761904761904761,0.043643578047198456,0.060283687943262415,0.008125134210914613,1.0179138978322346,0.08368061998999726
RandomForest,4096,0.1,0.8303625320657915,0.012989891575796745,0.6368845520142967,0.02770698320909849,0.6425162980143296,0.028161938947612167,0.7044917257683215,0.016758211440612097,0.34014493955476927,0.06345812197186844,0.2527719553848204,0.057537000910161354,0.2304964539007092,0.05247747725868349,0.6635595776772248,0.0633313702556136,0.05851063829787234,0.018426072420945506,1.3047067324320476,0.13774761570803723
RandomForest,4096,0.2,0.8720386298475932,0.0046090661505451625,0.6891665991590771,0.0019090464055158993,0.6947098018037994,0.0023993979856285572,0.7647754137115839,0.02685063047659702,0.5419267121688619,0.10151842633155028,0.43545151742607063,0.07553047002437067,0.4290780141843971,0.11957244893678982,0.7616145317637856,0.01826583333041279,0.0673758865248227,0.02149708449110309,1.4732662836710613,0.13887964302633643
RandomForest,4096,0.4,0.8763580805794478,0.0006953488981125309,0.7039024331888951,0.014834975082110242,0.7081399769253053,0.01413693389044797,0.7600472813238771,0.011399114374696222,0.5809562066777766,0.029247707182004958,0.4304965551123306,0.030673108708869176,0.5,0.03835692846238285,0.6944055399937753,0.016304956922402924,0.10992907801418439,0.008125134210914617,2.3230768839518228,0.0574145684368963
RandomForest,4096,0.6,0.8833182435491173,0.009180133337237292,0.711127604016243,0.027072080940970165,0.7156329977139465,0.027137547949659637,0.7742316784869976,0.010236706900525255,0.6062470019440026,0.015163384823420023,0.4659382046651017,0.024673106680550314,0.5212765957446809,0.010638297872340427,0.7244568446614483,0.025199036936509246,0.09929078014184396,0.011072691486521982,3.778840939203898,0.10811210028277546
RandomForest,4096,0.8,0.8688131884714049,0.002587152745169077,0.6791581451205632,0.00832471050596656,0.6853795753788651,0.007986421642579495,0.7423167848699764,0.017492492419561176,0.5037612282895302,0.0654747138631544,0.37489986006448817,0.052042933650341065,0.39716312056737585,0.0805518914297911,0.6990740108752531,0.00751622256342284,0.0851063829787234,0.014073145271620156,5.7166314125061035,0.1815137744233925
RandomForest,4096,1.0,0.8582503395201448,0.007122059443102487,0.6634542357942467,0.01220642952640892,0.6710418704147969,0.012125864226007428,0.7281323877068558,0.007381794324348024,0.476588355918699,0.02916459749325841,0.33684191261668966,0.022617423199678292,0.37234042553191493,0.03685214484189099,0.665191924227318,0.020541299891622324,0.09397163120567376,0.013386231268210542,8.112454811731974,0.20744594072521755
SVM,1024,0.05,0.7438414818168101,0.02288678656245424,0.5301805260409896,0.021219076407235204,0.5364010668503171,0.019770063590738497,0.6938534278959811,0.03690897162173991,0.6187515603229573,0.016897262491175798,0.39385362034188626,0.03285897134125171,0.7446808510638298,0.07446808510638299,0.5339426006092672,0.04392686253307773,0.33156028368794327,0.0877793886133799,0.04530906677246094,0.02781244213497813
SVM,1024,0.1,0.7995227855741662,0.0036869750182195625,0.6270413781344171,0.013433780826826808,0.6307177513895531,0.0132575970837679,0.7281323877068558,0.008924154178807056,0.5919305334746512,0.02104986027884569,0.38824222662883595,0.025900119078836346,0.5921985815602837,0.03250053684365838,0.5919520827354928,0.0098233501491143,0.20390070921985815,0.003071012070157588,0.06554881731669109,0.0030735638476269114
SVM,1024,0.2,0.7728232986268296,0.024095987928064593,0.573640830960996,0.039440316455091134,0.580633973796928,0.038161579685407676,0.7186761229314421,0.024906982867264178,0.5841046208693267,0.05351745881556991,0.3759098797656799,0.05781663305626912,0.599290780141844,0.10495495451736696,0.5776540710751237,0.03749128872705777,0.22163120567375885,0.05859117603495854,0.1393559773763021,0.016235987206307104
SVM,1024,0.4,0.854411875660178,0.012356528134688665,0.6703313131507088,0.03191376060842267,0.6778431069022423,0.03165940061469865,0.7884160756501183,0.02515815207304107,0.6389915966386555,0.062282911590541314,0.5035532636439956,0.06495685802205307,0.5673758865248227,0.0866439129281604,0.7377842755035737,0.03651009332525555,0.10106382978723405,0.023185632678407838,0.9161800543467203,0.10146736274880785
SVM,1024,0.6,0.8612965897087671,0.013777445440800323,0.678470989754523,0.02154840413870984,0.6844892909211335,0.020488773494266276,0.7718676122931442,0.005416756140609709,0.5969135074196424,0.014405412686305828,0.4589198232201845,0.014180347435058532,0.5070921985815603,0.022145382973043977,0.7262314590505334,0.01497089830192957,0.09574468085106382,0.009213036210472748,3.139521280924479,0.3008152769467763
SVM,1024,0.8,0.8711143805643579,0.002180118083787449,0.6949448731656808,0.007816894727065114,0.7011794609541933,0.006778844203769479,0.7742316784869976,0.005416756140609811,0.6246142461998029,0.01440888158088359,0.4715717261121371,0.015016269033178856,0.5638297872340425,0.02127659574468091,0.7003755877223794,0.00416395376162342,0.12056737588652482,0.003071012070157585,9.62720020612081,1.4106231180168174
SVM,1024,1.0,0.8752074845329711,0.0059460020932838075,0.6847474256408216,0.00433760546898959,0.6922299606506339,0.004325322759570232,0.776595744680851,0.0093820968477468,0.62833828683434,0.023243655250464016,0.477217878528557,0.025268381274069402,0.5673758865248227,0.03419734312408857,0.7047222222222222,0.010080692950902255,0.11879432624113474,0.006142024140315169,21.273035844167072,4.155382375893445
SVM,2048,0.05,0.7665516070620191,0.040702502249269946,0.5832986589100111,0.07470117011070623,0.5886742419411101,0.07149276726704185,0.7080378250591016,0.03294884128786371,0.5099765024493209,0.1958129704769631,0.33091067595823404,0.14258553690158374,0.5212765957446809,0.28604956722869684,0.5669871794871795,0.03101365258950968,0.19858156028368792,0.11072691486521984,0.05853136380513509,0.0020581555660990456
SVM,2048,0.1,0.8105383280519088,0.022150659966102496,0.6465944437610918,0.026315332432421675,0.6500034993176468,0.025718032000380874,0.7423167848699763,0.01433138966073542,0.6022501850481126,0.0030444143364449085,0.4133949992771581,0.019129393145465093,0.5851063829787234,0.028146290543240294,0.6226955167523643,0.034527447072509404,0.17907801418439717,0.035416638928081896,0.11750078201293945,0.0011192559370637506
SVM,2048,0.2,0.810368567979478,0.021629542417692247,0.6277777079333473,0.03885092247072917,0.6323337280025302,0.037789554343977474,0.7541371158392435,0.024137798884943426,0.5708250722502134,0.028808602434432548,0.4168383451947766,0.055206365973488276,0.48936170212765956,0.01063829787234042,0.686168554618897,0.061844296014880194,0.11347517730496454,0.031167368495118693,0.5312534173329672,0.01797731505137597
SVM,2048,0.4,0.8529406216991097,0.011593690971695178,0.7007365303060569,0.0355467387706083,0.704204026759124,0.03452215326515137,0.776595744680851,0.019743845258262466,0.5993107327299688,0.04827646281482661,0.46980949221362733,0.051622879956513205,0.5035460992907801,0.05859117603495851,0.7436813186813187,0.03655704724367034,0.08687943262411348,0.017098671562044247,5.881010452906291,0.48155887066904035
SVM,2048,0.6,0.8408970876716463,0.028723032099172756,0.7097988882615535,0.018627817171204483,0.7126998595354417,0.018218251647564573,0.764775413711584,0.013425315238298468,0.5732268835249865,0.05258695696105606,0.4399934934147443,0.03724090866133569,0.4787234042553192,0.07671385692476568,0.7249499799919968,0.03211628558234524,0.09219858156028367,0.02513731716091813,20.14854884147644,0.9888019108648003
SVM,2048,0.8,0.8604949449222876,0.016712061092890758,0.7091722815348419,0.027813731099437054,0.7122745683268654,0.026591610862907167,0.7529550827423167,0.01433138966073534,0.5403814815579521,0.03157768244044269,0.40612158537427473,0.038058255658485474,0.43617021276595747,0.0319148936170213,0.7109332496338147,0.031836403325606694,0.08865248226950355,0.01107269148652198,37.092216889063515,1.3176053651221564
SVM,2048,1.0,0.8635223328806397,0.006952874959402789,0.6996540150096187,0.008938000404760378,0.7021234985559245,0.009117166301156545,0.7612293144208038,0.004094682760210102,0.5772317188983855,0.014375529825773966,0.4319017502720905,0.011838014416112928,0.48936170212765956,0.021276595744680826,0.7041764897552375,0.006523344921228237,0.10283687943262411,0.0061420241403151625,56.55823596318563,1.0120990690815044
SVM,4096,0.05,0.7670608872793118,0.03036010438083528,0.5679485369861795,0.057809386025585774,0.573425776925383,0.05542267384279314,0.6843971631205674,0.03492502766594359,0.6209354265956453,0.024356959126090323,0.390225562502261,0.04725648337356288,0.7730496453900709,0.006142024140315161,0.5196223285839335,0.035613010050227545,0.3599290780141844,0.05459150467496685,0.09269229571024577,0.005834472422643002
SVM,4096,0.1,0.7900822393239776,0.03057423380340587,0.5925988954823229,0.04565871179949674,0.5983589396236253,0.04390212309806443,0.7163120567375887,0.02482269503546099,0.5963066945138057,0.0646224035015781,0.38453027536935397,0.08165304703092124,0.6382978723404255,0.12898250694661847,0.5654794376167627,0.032666673321906224,0.24468085106382978,0.04727762987933823,0.3742087682088216,0.017761335055540478
SVM,4096,0.2,0.8338803380111663,0.03198431406394288,0.6747842427311496,0.046001581643603864,0.6777143607598517,0.04459868554043595,0.7730496453900709,0.024822695035460973,0.614349341008938,0.057776849802469554,0.4656642451165771,0.06570000016909726,0.5460992907801419,0.07547445621912326,0.7047741890196285,0.029548016312225943,0.11347517730496454,0.006142024140315173,3.2732698122660318,0.22809061883250048
SVM,4096,0.4,0.8207050701674966,0.022792269820764544,0.6618195172886515,0.03872404591790249,0.665916874161184,0.03786972626376799,0.7576832151300237,0.007381794324347994,0.579089131512719,0.005130649182076844,0.4256167021620499,0.015798243162915452,0.5,0.010638297872340441,0.6887449698189134,0.026087936542605696,0.11347517730496454,0.015355060350787913,20.910126368204754,0.19047733486891108
SVM,4096,0.6,0.8395673004376037,0.026494211533279573,0.694515354108696,0.043169273511144655,0.6984688743648494,0.04135096747666399,0.7494089834515366,0.021667024562438963,0.5431013555813924,0.06833188633257814,0.4019063514288317,0.05623938862072718,0.45390070921985815,0.09652948644550491,0.6956349206349207,0.06170220217780172,0.10283687943262411,0.04062567105457305,46.56772271792094,0.35115439345350263
SVM,4096,0.8,0.832050701674966,0.009806981249837022,0.6298762102273018,0.014028318446977384,0.6373848603348323,0.012447443251483803,0.7375886524822696,0.009382096847746773,0.48535936113575867,0.03408297646615804,0.3610408790271517,0.027367955648410033,0.3723404255319149,0.03835692846238285,0.7002572898799313,0.019229920518678067,0.0797872340425532,0.01063829787234043,81.80892650286357,2.8138670501427967
SVM,4096,1.0,0.83274860419496,0.010358662206668846,0.6622555794696086,0.05280650081225443,0.6674286659828863,0.04982065054975916,0.7423167848699763,0.0073817943243480325,0.5320234861841304,0.046382170171548324,0.3819108417028995,0.027752536702262333,0.4432624113475177,0.06921709679412459,0.6737427037393245,0.01471866179691491,0.10815602836879433,0.02398537102565369,122.38563187917073,4.50842523651862
XGBoost,1024,0.05,0.8389920024143654,0.036817267664644514,0.6953655011114711,0.03446572625657252,0.6973974753446873,0.03460028664028551,0.7742316784869976,0.0372481117177039,0.6850860703010565,0.0620790848025934,0.5148888041952279,0.09100206944702231,0.7411347517730497,0.09047766540548276,0.6379983431707569,0.04300563848432343,0.20921985815602837,0.021497084491103092,2.6753382682800293,3.9023292182119493
XGBoost,1024,0.1,0.8631639505055078,0.020194043704666053,0.7051564919588045,0.041612005802726025,0.7081394329314129,0.04074337182540975,0.7943262411347517,0.006142024140315104,0.6898260073260074,0.01682432326481045,0.5376473755289806,0.014724604883373568,0.6879432624113475,0.05459150467496687,0.6950109221050601,0.029315403631894298,0.1524822695035461,0.03071012070157584,0.525209108988444,0.019750075587763306
XGBoost,1024,0.2,0.8908254111966198,0.010032348447853444,0.7541273999422362,0.02202629871842861,0.7561628089806117,0.021575484693912936,0.8215130023640662,0.02307236559804152,0.7268527375885635,0.05206162332068201,0.5962939295216901,0.06265276685206778,0.7198581560283688,0.09294569093674578,0.73778129395218,0.010874234788624279,0.1276595744680851,0.01407314527162017,0.8333679040273031,0.023135147149797797
XGBoost,1024,0.4,0.9079523162818771,0.0042543006672803125,0.774131657862483,0.024348577976674283,0.7769803316063965,0.02288510095043004,0.8451536643026004,0.011399114374696179,0.762702548977629,0.02327619650411081,0.6485239341171855,0.02976419157933368,0.74822695035461,0.04299416898220617,0.7785288227098572,0.005027498581260595,0.10638297872340426,0.00531914893617021,1.493679443995158,0.16992617630609447
XGBoost,1024,0.6,0.9004074241738343,0.004572330675195914,0.7580406718384065,0.007529133990840202,0.7606239966976958,0.006788936703531946,0.8274231678486997,0.01637873104084047,0.7343534322257727,0.027440027483146945,0.6073802382114583,0.03872567491872173,0.7163120567375887,0.03736047430089627,0.7538872145502528,0.025928192563980983,0.11702127659574467,0.014073145271620168,1.5307710965474446,0.060930961461186046
XGBoost,1024,0.8,0.9060189376791912,0.00428869007778581,0.7602213870110761,0.02255529922911424,0.7628439417932474,0.021992296151492636,0.8226950354609929,0.0093820968477468,0.7238706896754286,0.02177211342396108,0.5948061420239114,0.025695511177093202,0.6985815602836879,0.040275945714895546,0.751876449504533,0.0016299692841860562,0.1152482269503546,0.006142024140315168,1.8677690029144287,0.1264497627936383
XGBoost,1024,1.0,0.9095650369699714,0.0019438852997274603,0.7704577833450251,0.01095555684756062,0.7724268049794135,0.011076855764727216,0.8368794326241135,0.009382096847746768,0.7498384674770482,0.01751700772617186,0.629377527014137,0.023247237267992955,0.7340425531914893,0.028146290543240325,0.766621348823796,0.009797836083980042,0.11170212765957448,0.00531914893617021,2.690951108932495,0.6605543674092675
