fp_bits,fp_density,fp_gen_secs,train_frac,repeat,n_pos_train,n_neg_train,n_pos_test,n_neg_test,model,inner_cv_splits,inner_cv_metric,inner_cv_mean,best_params,fit_secs,pred_secs,ROC-AUC,PRC-AUC,Average Precision,Accuracy,F1 Score,MCC,Recall,Precision,TN,FP,FN,TP,False Positive Rate
1024,0.045539844781160355,2.3731164932250977,0.8,2,301,602,94,188,SVM,5,roc_auc,0.851591388926523,"{""C"": 0.1, ""kernel"": ""rbf""}",11.255986452102661,0.05548691749572754,0.87324581258488,0.7014916450220996,0.7059492480210836,0.7801418439716312,0.6395348837209303,0.4876877756473265,0.5851063829787234,0.7051282051282052,165,23,39,55,0.12234042553191489
1024,0.045539844781160355,2.3731164932250977,0.8,2,301,602,94,188,RandomForest,5,roc_auc,0.8808052714176038,"{""max_depth"": 10, ""n_estimators"": 500}",2.039581298828125,0.05025672912597656,0.8847329108193753,0.7126959295746403,0.7196307514627149,0.7695035460992907,0.5911949685534591,0.4524931917952538,0.5,0.7230769230769231,170,18,47,47,0.09574468085106383
1024,0.045539844781160355,2.3731164932250977,1.0,0,376,752,94,188,XGBoost,5,roc_auc,0.9095185012199373,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",2.3568222522735596,0.001615762710571289,0.9074807605251245,0.7646209207024546,0.7668820277371724,0.8297872340425532,0.7391304347826086,0.6132223631495076,0.723404255319149,0.7555555555555555,166,22,26,68,0.11702127659574468
1024,0.045539844781160355,2.3731164932250977,1.0,0,376,752,94,188,LogReg,5,roc_auc,0.8768066806088068,"{""C"": 0.01}",1.0482494831085205,0.0008783340454101562,0.8928248076052513,0.7528951160043549,0.7552994242233207,0.8120567375886525,0.7005649717514124,0.5667044755284754,0.6595744680851063,0.7469879518072289,167,21,32,62,0.11170212765957446
1024,0.045539844781160355,2.3731164932250977,1.0,0,376,752,94,188,SVM,5,roc_auc,0.866378737461756,"{""C"": 0.1, ""kernel"": ""rbf""}",25.952048540115356,0.10795950889587402,0.8729062924400182,0.6870533768611728,0.694348158144352,0.7872340425531915,0.6551724137931034,0.5061808564198578,0.6063829787234043,0.7125,165,23,37,57,0.12234042553191489
1024,0.045539844781160355,2.3731164932250977,1.0,0,376,752,94,188,RandomForest,5,roc_auc,0.8884524820882227,"{""max_depth"": 10, ""n_estimators"": 500}",4.231404781341553,0.06253290176391602,0.8870529651425983,0.7000397051012974,0.7072552238310299,0.7872340425531915,0.625,0.497468338163091,0.5319148936170213,0.7575757575757576,172,16,44,50,0.0851063829787234
1024,0.045539844781160355,2.3731164932250977,1.0,1,376,752,94,188,XGBoost,5,roc_auc,0.9034918848998877,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",3.451817274093628,0.0017168521881103516,0.9098856948845632,0.7636565180810793,0.7652172941002877,0.8333333333333334,0.7403314917127072,0.6188892248852335,0.7127659574468085,0.7701149425287356,168,20,27,67,0.10638297872340426
1024,0.045539844781160355,2.3731164932250977,1.0,1,376,752,94,188,LogReg,5,roc_auc,0.869688116649239,"{""C"": 0.01}",1.1730599403381348,0.0009019374847412109,0.895767315527388,0.7629626111639083,0.7660109288626454,0.8226950354609929,0.7126436781609196,0.5896172613242299,0.6595744680851063,0.775,170,18,32,62,0.09574468085106383
1024,0.045539844781160355,2.3731164932250977,1.0,1,376,752,94,188,SVM,5,roc_auc,0.856788269238217,"{""C"": 0.1, ""kernel"": ""rbf""}",19.854036331176758,0.07776951789855957,0.8819601629696695,0.6874450036183304,0.6950879203036028,0.7730496453900709,0.6144578313253012,0.4657942525560891,0.5425531914893617,0.7083333333333334,167,21,43,51,0.11170212765957446
1024,0.045539844781160355,2.3731164932250977,1.0,1,376,752,94,188,RandomForest,5,roc_auc,0.883858223151698,"{""max_depth"": 10, ""n_estimators"": 500}",2.5861597061157227,0.05228686332702637,0.8834880036215482,0.695135390170605,0.7026565698373564,0.7730496453900709,0.6049382716049383,0.4630743762668372,0.5212765957446809,0.7205882352941176,169,19,45,49,0.10106382978723404
1024,0.045539844781160355,2.3731164932250977,1.0,2,376,752,94,188,XGBoost,5,roc_auc,0.9073711475155882,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",2.264213800430298,0.0013589859008789062,0.9113286555002263,0.7830959112515417,0.7851810931007801,0.8475177304964538,0.7700534759358288,0.6560209930076697,0.7659574468085106,0.7741935483870968,167,21,22,72,0.11170212765957446
1024,0.045539844781160355,2.3731164932250977,1.0,2,376,752,94,188,LogReg,5,roc_auc,0.8701049657255722,"{""C"": 0.01}",0.9412875175476074,0.0007719993591308594,0.8874490719782707,0.7445152622640095,0.7477621794823592,0.7978723404255319,0.6705202312138728,0.5304531623629666,0.6170212765957447,0.7341772151898734,167,21,36,58,0.11170212765957446
1024,0.045539844781160355,2.3731164932250977,1.0,2,376,752,94,188,SVM,5,roc_auc,0.8592494078463266,"{""C"": 0.1, ""kernel"": ""rbf""}",18.013022661209106,0.09121870994567871,0.8707559981892259,0.6797438964429616,0.6872538035039472,0.7695035460992907,0.6153846153846154,0.45967852660972425,0.5531914893617021,0.6933333333333334,165,23,42,52,0.12234042553191489
1024,0.045539844781160355,2.3731164932250977,1.0,2,376,752,94,188,RandomForest,5,roc_auc,0.8837505534255063,"{""max_depth"": 10, ""n_estimators"": 500}",2.387113094329834,0.05033421516418457,0.8855251244907197,0.7091028600687237,0.7162635318051849,0.7695035460992907,0.5962732919254659,0.45364809974619336,0.5106382978723404,0.7164179104477612,169,19,46,48,0.10106382978723404
2048,0.023038938641548157,3.1272006034851074,0.05,0,19,38,94,188,XGBoost,5,roc_auc,0.8505952380952382,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",0.5707767009735107,0.002252817153930664,0.8417553191489362,0.6714768764593502,0.6747802448880783,0.7801418439716312,0.7019230769230769,0.5364969220493451,0.776595744680851,0.6403508771929824,147,41,21,73,0.21808510638297873
2048,0.023038938641548157,3.1272006034851074,0.05,0,19,38,94,188,LogReg,5,roc_auc,0.7303571428571429,"{""C"": 0.1}",0.044676780700683594,0.0021276473999023438,0.8379074241738342,0.6396611719613234,0.6463192359850299,0.7163120567375887,0.375,0.29261952422600623,0.2553191489361702,0.7058823529411765,178,10,70,24,0.05319148936170213
2048,0.023038938641548157,3.1272006034851074,0.05,0,19,38,94,188,SVM,5,roc_auc,0.7488095238095238,"{""C"": 10, ""kernel"": ""rbf""}",0.0605926513671875,0.015077352523803711,0.7206315074694432,0.50583981453921,0.514364442928008,0.6808510638297872,0.2857142857142857,0.17392527130926086,0.19148936170212766,0.5625,174,14,76,18,0.07446808510638298
2048,0.023038938641548157,3.1272006034851074,0.05,0,19,38,94,188,RandomForest,5,roc_auc,0.8005952380952381,"{""max_depth"": 10, ""n_estimators"": 500}",1.0873396396636963,0.05078554153442383,0.8495642824807605,0.6559258371042844,0.6651326243695617,0.6950354609929078,0.24561403508771928,0.21490278292025497,0.14893617021276595,0.7,182,6,80,14,0.031914893617021274
2048,0.023038938641548157,3.1272006034851074,0.05,1,19,38,94,188,XGBoost,5,roc_auc,0.8279761904761905,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 600}",0.6589207649230957,0.0025496482849121094,0.8252602987777274,0.6711407854489233,0.6745487604060969,0.7659574468085106,0.625,0.45829083321061315,0.5851063829787234,0.6707317073170732,161,27,39,55,0.14361702127659576
2048,0.023038938641548157,3.1272006034851074,0.05,1,19,38,94,188,LogReg,5,roc_auc,0.8988095238095237,"{""C"": 0.01}",0.04252481460571289,0.0020685195922851562,0.8372283838841104,0.6332170018660307,0.6411621354414716,0.6950354609929078,0.23214285714285715,0.21541010921383227,0.13829787234042554,0.7222222222222222,183,5,81,13,0.026595744680851064
2048,0.023038938641548157,3.1272006034851074,0.05,1,19,38,94,188,SVM,5,roc_auc,0.8705357142857142,"{""C"": 0.1, ""kernel"": ""linear""}",0.05647635459899902,0.008431673049926758,0.7981835672249886,0.5891592449817966,0.5946882342760056,0.7446808510638298,0.6470588235294118,0.45238386663396574,0.7021276595744681,0.6,144,44,28,66,0.23404255319148937
2048,0.023038938641548157,3.1272006034851074,0.05,1,19,38,94,188,RandomForest,5,roc_auc,0.8961309523809524,"{""max_depth"": null, ""n_estimators"": 200}",0.9295322895050049,0.029426097869873047,0.8159800814848347,0.6116162029046649,0.6193316467565383,0.7056737588652482,0.25225225225225223,0.26337685849243697,0.14893617021276595,0.8235294117647058,185,3,80,14,0.015957446808510637
2048,0.023038938641548157,3.1272006034851074,0.05,2,19,38,94,188,XGBoost,5,roc_auc,0.8782738095238095,"{""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 300}",0.592470645904541,0.0023500919342041016,0.8060491172476234,0.6226580660754047,0.624580017421134,0.7411347517730497,0.5921787709497207,0.40436554745545017,0.5638297872340425,0.6235294117647059,156,32,41,53,0.1702127659574468
2048,0.023038938641548157,3.1272006034851074,0.05,2,19,38,94,188,LogReg,5,roc_auc,0.9163690476190476,"{""C"": 0.1}",0.043788909912109375,0.0021262168884277344,0.8224875509280217,0.6868335470184442,0.6889252543172331,0.7446808510638298,0.49295774647887325,0.38030436528708195,0.3723404255319149,0.7291666666666666,175,13,59,35,0.06914893617021277
2048,0.023038938641548157,3.1272006034851074,0.05,2,19,38,94,188,SVM,5,roc_auc,0.8907738095238095,"{""C"": 0.1, ""kernel"": ""linear""}",0.05852508544921875,0.008470296859741211,0.7808397464916252,0.6548969172090267,0.6569700486193168,0.6985815602836879,0.5971563981042654,0.36642288993147554,0.6702127659574468,0.5384615384615384,134,54,31,63,0.2872340425531915
2048,0.023038938641548157,3.1272006034851074,0.05,2,19,38,94,188,RandomForest,5,roc_auc,0.9276785714285716,"{""max_depth"": null, ""n_estimators"": 500}",1.0856099128723145,0.04945993423461914,0.82922136713445,0.6927658079546817,0.6944124281460033,0.7340425531914894,0.4186046511627907,0.3498326461004134,0.2872340425531915,0.7714285714285715,180,8,67,27,0.0425531914893617
2048,0.023038938641548157,3.1272006034851074,0.1,0,38,76,94,188,XGBoost,5,roc_auc,0.8196428571428571,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",0.9390203952789307,0.002167224884033203,0.8334087822544137,0.6880562685736522,0.6913337690160776,0.7588652482269503,0.6421052631578947,0.46037546037569055,0.648936170212766,0.6354166666666666,153,35,33,61,0.18617021276595744
2048,0.023038938641548157,3.1272006034851074,0.1,0,38,76,94,188,LogReg,5,roc_auc,0.8166666666666667,"{""C"": 0.01}",0.06432390213012695,0.0020911693572998047,0.8561849253055681,0.711097802190992,0.7136273477066539,0.7340425531914894,0.42748091603053434,0.3490590930110244,0.2978723404255319,0.7567567567567568,179,9,66,28,0.047872340425531915
2048,0.023038938641548157,3.1272006034851074,0.1,0,38,76,94,188,SVM,5,roc_auc,0.7625,"{""C"": 0.1, ""kernel"": ""linear""}",0.11823534965515137,0.01283884048461914,0.7853383884110456,0.6174441565004123,0.6215080140502152,0.7269503546099291,0.6010362694300518,0.39400626128204935,0.6170212765957447,0.5858585858585859,147,41,36,58,0.21808510638297873
2048,0.023038938641548157,3.1272006034851074,0.1,0,38,76,94,188,RandomForest,5,roc_auc,0.8420238095238094,"{""max_depth"": 10, ""n_estimators"": 500}",1.1296231746673584,0.051290273666381836,0.8518277501131734,0.694622069907014,0.69904647567875,0.723404255319149,0.4,0.3155843721336013,0.2765957446808511,0.7222222222222222,178,10,68,26,0.05319148936170213
2048,0.023038938641548157,3.1272006034851074,0.1,1,38,76,94,188,XGBoost,5,roc_auc,0.9215476190476191,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",0.8848061561584473,0.002409219741821289,0.8631733816206429,0.7327409393320299,0.7360131335685676,0.8049645390070922,0.708994708994709,0.5623520226284853,0.7127659574468085,0.7052631578947368,160,28,27,67,0.14893617021276595
2048,0.023038938641548157,3.1272006034851074,0.1,1,38,76,94,188,LogReg,5,roc_auc,0.8597619047619048,"{""C"": 0.01}",0.06454086303710938,0.002102375030517578,0.854034631054776,0.7059606921689646,0.7079202757823462,0.7304964539007093,0.40625,0.33882260699853356,0.2765957446808511,0.7647058823529411,180,8,68,26,0.0425531914893617
2048,0.023038938641548157,3.1272006034851074,0.1,1,38,76,94,188,SVM,5,roc_auc,0.830952380952381,"{""C"": 0.1, ""kernel"": ""linear""}",0.11805438995361328,0.011541366577148438,0.8193469895880489,0.6537404363299868,0.6570108925466166,0.7446808510638298,0.6,0.4139246909027841,0.574468085106383,0.627906976744186,156,32,40,54,0.1702127659574468
2048,0.023038938641548157,3.1272006034851074,0.1,1,38,76,94,188,RandomForest,5,roc_auc,0.8927380952380954,"{""max_depth"": 10, ""n_estimators"": 500}",1.1410367488861084,0.05060982704162598,0.8603723404255319,0.6781642043239745,0.6807526628380229,0.7021276595744681,0.288135593220339,0.24262373970773643,0.18085106382978725,0.7083333333333334,181,7,77,17,0.03723404255319149
2048,0.023038938641548157,3.1272006034851074,0.1,2,38,76,94,188,XGBoost,5,roc_auc,0.9174404761904761,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 600}",0.997417688369751,0.0024797916412353516,0.8851573110004526,0.748139495452592,0.7527543087090928,0.8120567375886525,0.7135135135135136,0.5738936244471768,0.7021276595744681,0.7252747252747253,163,25,28,66,0.13297872340425532
2048,0.023038938641548157,3.1272006034851074,0.1,2,38,76,94,188,LogReg,5,roc_auc,0.8800000000000001,"{""C"": 0.01}",0.06543493270874023,0.0020532608032226562,0.8728779990946129,0.7277352981581864,0.7308913927917927,0.7304964539007093,0.3968253968253968,0.33994484846810075,0.26595744680851063,0.78125,181,7,69,25,0.03723404255319149
2048,0.023038938641548157,3.1272006034851074,0.1,2,38,76,94,188,SVM,5,roc_auc,0.8422619047619048,"{""C"": 0.1, ""kernel"": ""linear""}",0.11621260643005371,0.012897014617919922,0.8269296061566319,0.6685987384528762,0.6714915913561087,0.7553191489361702,0.6057142857142858,0.4322540456466409,0.5638297872340425,0.654320987654321,160,28,41,53,0.14893617021276595
2048,0.023038938641548157,3.1272006034851074,0.1,2,38,76,94,188,RandomForest,5,roc_auc,0.906904761904762,"{""max_depth"": 10, ""n_estimators"": 500}",1.1426622867584229,0.05035877227783203,0.8939848347668629,0.7783109304706661,0.780582911515796,0.7588652482269503,0.47692307692307695,0.42829307646703035,0.32978723404255317,0.8611111111111112,183,5,63,31,0.026595744680851064
2048,0.023038938641548157,3.1272006034851074,0.2,0,75,150,94,188,XGBoost,5,roc_auc,0.868888888888889,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",1.4783694744110107,0.002377033233642578,0.8842519239474875,0.7573534944798109,0.7587046822189074,0.8120567375886525,0.7165775401069518,0.5760184328847832,0.7127659574468085,0.7204301075268817,162,26,27,67,0.13829787234042554
2048,0.023038938641548157,3.1272006034851074,0.2,0,75,150,94,188,LogReg,5,roc_auc,0.8653333333333334,"{""C"": 0.01}",0.23462629318237305,0.0017066001892089844,0.8629187415119964,0.681215262803812,0.6891007914560481,0.7801418439716312,0.5921052631578947,0.4776807294735102,0.4787234042553192,0.7758620689655172,175,13,49,45,0.06914893617021277
2048,0.023038938641548157,3.1272006034851074,0.2,0,75,150,94,188,SVM,5,roc_auc,0.8066666666666666,"{""C"": 0.1, ""kernel"": ""linear""}",0.5509040355682373,0.011215686798095703,0.8191206428248077,0.6487016786819477,0.6524435360992912,0.7624113475177305,0.5786163522012578,0.4346316184349148,0.48936170212765956,0.7076923076923077,169,19,48,46,0.10106382978723404
2048,0.023038938641548157,3.1272006034851074,0.2,0,75,150,94,188,RandomForest,5,roc_auc,0.8897777777777778,"{""max_depth"": 10, ""n_estimators"": 500}",1.354612112045288,0.049939632415771484,0.907735400633771,0.8055241011963065,0.8082202235425193,0.7411347517730497,0.39669421487603307,0.3834824944236852,0.2553191489361702,0.8888888888888888,185,3,70,24,0.015957446808510637
2048,0.023038938641548157,3.1272006034851074,0.2,1,75,150,94,188,XGBoost,5,roc_auc,0.8764444444444444,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 600}",1.6703262329101562,0.0026438236236572266,0.8744341330918968,0.7239868648522281,0.7272345529736123,0.7978723404255319,0.6984126984126984,0.546436399346547,0.7021276595744681,0.6947368421052632,159,29,28,66,0.15425531914893617
2048,0.023038938641548157,3.1272006034851074,0.2,1,75,150,94,188,LogReg,5,roc_auc,0.8248888888888889,"{""C"": 0.01}",0.22779393196105957,0.0018231868743896484,0.8319092349479402,0.6224929052201617,0.6298242879322493,0.7269503546099291,0.42962962962962964,0.32722191670947526,0.30851063829787234,0.7073170731707317,176,12,65,29,0.06382978723404255
2048,0.023038938641548157,3.1272006034851074,0.2,1,75,150,94,188,SVM,5,roc_auc,0.8035555555555556,"{""C"": 0.1, ""kernel"": ""linear""}",0.5156338214874268,0.012154817581176758,0.785734495246718,0.5829495362284344,0.5887415740482612,0.7269503546099291,0.5389221556886228,0.35492951738673584,0.4787234042553192,0.6164383561643836,160,28,49,45,0.14893617021276595
2048,0.023038938641548157,3.1272006034851074,0.2,1,75,150,94,188,RandomForest,5,roc_auc,0.8475555555555555,"{""max_depth"": 20, ""n_estimators"": 200}",1.1243176460266113,0.02991628646850586,0.8634846084200997,0.7251495541390477,0.7282798512299314,0.74822695035461,0.49645390070921985,0.3902385197654596,0.3723404255319149,0.7446808510638298,176,12,59,35,0.06382978723404255
2048,0.023038938641548157,3.1272006034851074,0.2,2,75,150,94,188,XGBoost,5,roc_auc,0.9142222222222223,"{""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 300}",1.718994140625,0.0025691986083984375,0.8722838388411046,0.7121531243567626,0.7150087058596113,0.8014184397163121,0.7227722772277227,0.5725606260459098,0.776595744680851,0.6759259259259259,153,35,21,73,0.18617021276595744
2048,0.023038938641548157,3.1272006034851074,0.2,2,75,150,94,188,LogReg,5,roc_auc,0.8586666666666666,"{""C"": 0.01}",0.21325349807739258,0.0012359619140625,0.8678983703033047,0.704749344138016,0.7099306273329498,0.7695035460992907,0.5454545454545454,0.45000559590887723,0.4148936170212766,0.7959183673469388,178,10,55,39,0.05319148936170213
2048,0.023038938641548157,3.1272006034851074,0.2,2,75,150,94,188,SVM,5,roc_auc,0.8373333333333333,"{""C"": 0.1, ""kernel"": ""linear""}",0.5272223949432373,0.013364076614379883,0.8262505658669081,0.6516819088896598,0.6558160738600379,0.7730496453900709,0.5949367088607594,0.46095389976267914,0.5,0.734375,171,17,47,47,0.09042553191489362
2048,0.023038938641548157,3.1272006034851074,0.2,2,75,150,94,188,RandomForest,5,roc_auc,0.8862222222222222,"{""max_depth"": 10, ""n_estimators"": 200}",1.135521411895752,0.029829978942871094,0.8884393390674513,0.7229846482412027,0.7280875372948714,0.7411347517730497,0.4251968503937008,0.37442910176072725,0.2872340425531915,0.8181818181818182,182,6,67,27,0.031914893617021274
2048,0.023038938641548157,3.1272006034851074,0.4,0,150,300,94,188,XGBoost,5,roc_auc,0.8946111111111111,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 600}",2.680997133255005,0.0026319026947021484,0.8879866455409687,0.7297356222116533,0.7364786973972685,0.8049645390070922,0.6994535519125683,0.5557104568872278,0.6808510638297872,0.7191011235955056,163,25,30,64,0.13297872340425532
2048,0.023038938641548157,3.1272006034851074,0.4,0,150,300,94,188,LogReg,5,roc_auc,0.8310555555555557,"{""C"": 0.01}",0.4460752010345459,0.0013103485107421875,0.8777444545043006,0.7019960399763036,0.7058281762987503,0.7695035460992907,0.5578231292517006,0.44929063494331956,0.43617021276595747,0.7735849056603774,176,12,53,41,0.06382978723404255
2048,0.023038938641548157,3.1272006034851074,0.4,0,150,300,94,188,SVM,5,roc_auc,0.7872777777777777,"{""C"": 0.1, ""kernel"": ""linear""}",5.848924875259399,0.020520448684692383,0.8474705749207786,0.6860571398203982,0.6888891614269068,0.7588652482269503,0.5466666666666666,0.4211255311917003,0.43617021276595747,0.7321428571428571,173,15,53,41,0.0797872340425532
2048,0.023038938641548157,3.1272006034851074,0.4,0,150,300,94,188,RandomForest,5,roc_auc,0.8868333333333333,"{""max_depth"": 10, ""n_estimators"": 200}",1.406937599182129,0.030579090118408203,0.8898540063377094,0.7109131929259792,0.7147520075240233,0.7163120567375887,0.42857142857142855,0.2986089093888467,0.3191489361702128,0.6521739130434783,172,16,64,30,0.0851063829787234
2048,0.023038938641548157,3.1272006034851074,0.4,1,150,300,94,188,XGBoost,5,roc_auc,0.9197222222222223,"{""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 300}",2.559865951538086,0.0026111602783203125,0.892230647351743,0.8004262330595616,0.8016278417211269,0.8120567375886525,0.7195767195767195,0.5782676459104236,0.723404255319149,0.7157894736842105,161,27,26,68,0.14361702127659576
2048,0.023038938641548157,3.1272006034851074,0.4,1,150,300,94,188,LogReg,5,roc_auc,0.8764999999999998,"{""C"": 0.01}",0.5284998416900635,0.0021522045135498047,0.8832333635129017,0.7751668763866525,0.7772451051057119,0.7907801418439716,0.6143790849673203,0.5054991355062517,0.5,0.7966101694915254,176,12,47,47,0.06382978723404255
2048,0.023038938641548157,3.1272006034851074,0.4,1,150,300,94,188,SVM,5,roc_auc,0.8762777777777778,"{""C"": 0.1, ""kernel"": ""linear""}",6.377809762954712,0.019791603088378906,0.8662573562698053,0.7412719671199528,0.7437341788096,0.7978723404255319,0.6415094339622641,0.5239394852366097,0.5425531914893617,0.7846153846153846,174,14,43,51,0.07446808510638298
2048,0.023038938641548157,3.1272006034851074,0.4,1,150,300,94,188,RandomForest,5,roc_auc,0.9014444444444445,"{""max_depth"": null, ""n_estimators"": 500}",1.6456410884857178,0.05476880073547363,0.9092632412856496,0.7939214362817661,0.7969985561704731,0.8333333333333334,0.7044025157232704,0.6132473520383045,0.5957446808510638,0.8615384615384616,179,9,38,56,0.047872340425531915
2048,0.023038938641548157,3.1272006034851074,0.4,2,150,300,94,188,XGBoost,5,roc_auc,0.9219999999999999,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",2.5800836086273193,0.002367734909057617,0.8857797645993661,0.7552616069072717,0.7552919678796941,0.8156028368794326,0.7291666666666666,0.5897678246195885,0.7446808510638298,0.7142857142857143,160,28,24,70,0.14893617021276595
2048,0.023038938641548157,3.1272006034851074,0.4,2,150,300,94,188,LogReg,5,roc_auc,0.8842777777777776,"{""C"": 0.01}",0.55704665184021,0.002262592315673828,0.8826109099139883,0.7667761263870728,0.7686782903862369,0.7624113475177305,0.5786163522012578,0.4346316184349148,0.48936170212765956,0.7076923076923077,169,19,48,46,0.10106382978723404
2048,0.023038938641548157,3.1272006034851074,0.4,2,150,300,94,188,SVM,5,roc_auc,0.8310555555555557,"{""C"": 0.1, ""kernel"": ""linear""}",5.416296720504761,0.01938176155090332,0.8450939339067451,0.6748804839778199,0.6799887400408647,0.7730496453900709,0.6097560975609756,0.464363460212572,0.5319148936170213,0.7142857142857143,168,20,44,50,0.10638297872340426
2048,0.023038938641548157,3.1272006034851074,0.4,2,150,300,94,188,RandomForest,5,roc_auc,0.9180555555555555,"{""max_depth"": 10, ""n_estimators"": 500}",1.5921626091003418,0.050672054290771484,0.8899105930285196,0.7626750417183631,0.7650966633178977,0.7730496453900709,0.5949367088607594,0.46095389976267914,0.5,0.734375,171,17,47,47,0.09042553191489362
2048,0.023038938641548157,3.1272006034851074,0.6,0,226,452,94,188,XGBoost,5,roc_auc,0.9083065951761604,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",3.5512824058532715,0.002100706100463867,0.9025577184246265,0.7641795658355951,0.7642903748996527,0.8404255319148937,0.7567567567567568,0.6382555262543369,0.7446808510638298,0.7692307692307693,167,21,24,70,0.11170212765957446
2048,0.023038938641548157,3.1272006034851074,0.6,0,226,452,94,188,LogReg,5,roc_auc,0.8449752437578525,"{""C"": 0.01}",1.2883903980255127,0.001407623291015625,0.8896842462652784,0.749399603472072,0.7526808730802567,0.7801418439716312,0.6125,0.47970161180012344,0.5212765957446809,0.7424242424242424,171,17,45,49,0.09042553191489362
2048,0.023038938641548157,3.1272006034851074,0.6,0,226,452,94,188,SVM,5,roc_auc,0.8235541163077394,"{""C"": 10, ""kernel"": ""rbf""}",21.257612466812134,0.09095048904418945,0.8349083295608872,0.6940885825476375,0.6981022134187871,0.7801418439716312,0.6219512195121951,0.48177708997054347,0.5425531914893617,0.7285714285714285,169,19,43,51,0.10106382978723404
2048,0.023038938641548157,3.1272006034851074,0.6,0,226,452,94,188,RandomForest,5,roc_auc,0.8848247125928286,"{""max_depth"": 10, ""n_estimators"": 500}",2.2309775352478027,0.049906015396118164,0.8991908103214123,0.7713965868926806,0.7736357913925964,0.75177304964539,0.5333333333333333,0.40226916412341523,0.425531914893617,0.7142857142857143,172,16,54,40,0.0851063829787234
2048,0.023038938641548157,3.1272006034851074,0.6,1,226,452,94,188,XGBoost,5,roc_auc,0.9039610282363906,"{""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 300}",3.81689190864563,0.0027437210083007812,0.9108476686283385,0.8071018391200682,0.8083963740114656,0.8297872340425532,0.7362637362637363,0.6115348965590318,0.7127659574468085,0.7613636363636364,167,21,27,67,0.11170212765957446
2048,0.023038938641548157,3.1272006034851074,0.6,1,226,452,94,188,LogReg,5,roc_auc,0.8541396247338275,"{""C"": 0.01}",1.3872299194335938,0.0021598339080810547,0.8807435491172476,0.7533141997893368,0.7555705728783704,0.7943262411347518,0.6419753086419753,0.5158296849554642,0.5531914893617021,0.7647058823529411,172,16,42,52,0.0851063829787234
2048,0.023038938641548157,3.1272006034851074,0.6,1,226,452,94,188,SVM,5,roc_auc,0.8200228097184619,"{""C"": 0.1, ""kernel"": ""linear""}",19.828990697860718,0.026483774185180664,0.8156405613399728,0.7049306259580564,0.7068805181267532,0.7588652482269503,0.5802469135802469,0.42790417047441914,0.5,0.6911764705882353,167,21,47,47,0.11170212765957446
2048,0.023038938641548157,3.1272006034851074,0.6,1,226,452,94,188,RandomForest,5,roc_auc,0.8891519350215003,"{""max_depth"": 20, ""n_estimators"": 500}",2.1808958053588867,0.05389857292175293,0.9070563603440471,0.7767707619115559,0.7793621762389352,0.7978723404255319,0.6503067484662577,0.5249442276385627,0.5638297872340425,0.7681159420289855,172,16,41,53,0.0851063829787234
2048,0.023038938641548157,3.1272006034851074,0.6,2,226,452,94,188,XGBoost,5,roc_auc,0.9040974028655187,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",3.476874351501465,0.002401113510131836,0.9062075599818922,0.7628251929107748,0.763785129807811,0.851063829787234,0.78125,0.6687545868454263,0.7978723404255319,0.7653061224489796,165,23,19,75,0.12234042553191489
2048,0.023038938641548157,3.1272006034851074,0.6,2,226,452,94,188,LogReg,5,roc_auc,0.8777028484129932,"{""C"": 0.01}",1.2924330234527588,0.0013852119445800781,0.8876471253961069,0.7798502899862055,0.7813568664476375,0.7836879432624113,0.6163522012578616,0.4882163385159317,0.5212765957446809,0.7538461538461538,172,16,45,49,0.0851063829787234
2048,0.023038938641548157,3.1272006034851074,0.6,2,226,452,94,188,SVM,5,roc_auc,0.848881828316611,"{""C"": 0.1, ""kernel"": ""rbf""}",19.35904335975647,0.10132956504821777,0.8721423721140787,0.7303774562789664,0.733116847060785,0.7553191489361702,0.5174825174825175,0.4102992197992704,0.39361702127659576,0.7551020408163265,176,12,57,37,0.06382978723404255
