Model,ROC-AUC,PRC-AUC,Accuracy,F1,MCC,Recall,Precision,False Positives,False Positive Rate
"GINE(AE init) + nearest undersampling (cosine), ratio=1.0",0.955219556360344,0.960152557631691,0.9117021276595745,0.9088913282107574,0.8249761579089148,0.8808510638297873,0.9387755102040817,27,0.0574468085106383
