feature,abs_importance
bond_in_ring,0.11128495160846796
stereo=none,0.058533539944619406
bond=single,0.05731343405204825
conjugated,0.03494831099806106
bond=double,0.015575513684325415
stereo=Z,0.001108670462599548
stereo=E,0.001030482668284094
bond=triple,0.000302350141282659
bond=other,0.0
bond=aromatic,0.0
