feature,abs_IG
bond_in_ring,0.07440398
stereo=none,0.054193415
bond=single,0.050349485
conjugated,0.019243157
bond=double,0.0090732165
bond=triple,0.0
bond=other,0.0
bond=aromatic,0.0
stereo=Z,0.0
stereo=E,0.0
