feature,abs_IG
bond_in_ring,0.06462133
bond=single,0.059125178
stereo=none,0.049534053
bond=double,0.0016752377
bond=triple,0.0
bond=aromatic,0.0
conjugated,0.0
bond=other,0.0
stereo=Z,0.0
stereo=E,0.0
