feature,abs_IG
bond_in_ring,0.28227043
conjugated,0.12474078
bond=single,0.084935
stereo=none,0.057661593
bond=double,0.022847867
bond=triple,0.0
bond=other,0.0
bond=aromatic,0.0
stereo=Z,0.0
stereo=E,0.0
